"orderid","lineid","productid","qtyordered","itemprice","voided","voiddate","fillsiteid","filllocationid","commissiontype","spiff","originalinventorycost","filldate","inventorycostdate","inventoryreceiptdate","addeddate","fillfromsiteid","fillfromlocationid","mainorderid","packageid","salesperson1","salesperson2","percentofsale1","percentofsale2","picked","upcharge","discount","valueforproductid","valueforlineid","valueproductid","valueproductlineid","warrantyproductid","warrantyproductlineid","deliverypoints","takenwith","setup","pickupdiscount","setupcommission","deliverycommission","taxruleid","taxliability","taxbasis","customertax","retailertax","priceauthorizedby","leaveincarton","outletid","outletstatusid","outletdate","serialnumber","outletcomment","originalprice","originalalacarteprice","originalregularprice","promotionid","adjustmentreasonid","autoadjusteduid","autoadjustedvoided","storecardloaded","addedbyapp","interfacedforsalescube","interfacedforforecasting","auditaction","oldorderid","oldlineid","priceoverridereason","lineadded","totalothercost","deleteline","returnlinematched"
"0710511HY68",3,"560435184",1.00,0.00,N,,,,Z,,,,,,,,,"0710511HY68",,sn,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,398.00,398.00,398.00,,,,,,2025-07-10 09:32:06.119,Y,N,I,,0,,,0.00,,N
"0710511HY68",6,"768365903",1.00,87.56,N,,"03",DOCK04,Z,,55.00,2025-07-10 09:32:07.390,2023-10-31 00:00:00.000,2023-10-31 00:00:00.000,,,,"0710511HY68","560435184",sn,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,87.56,0.00,0.00,,,,,,2025-07-10 09:32:06.119,Y,N,U,,0,,,0.99,,N
"0710511HY68",7,"249011967",1.00,87.56,N,,"03",DOCK04,Z,,55.00,2025-07-10 09:32:06.841,2023-10-31 00:00:00.000,2023-10-31 00:00:00.000,,,,"0710511HY68","560435184",sn,,100.000,,,,0.00,,,,,,,2,N,N,,N,N,,,,,,,N,,,,,,87.56,0.00,0.00,,,,,,2025-07-10 09:32:06.119,Y,N,U,,0,,,0.99,,N
"0710511HY68",11,"994000946",1.00,2138.03,N,,"01",DC,Z,,1154.00,2025-07-10 09:32:07.635,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,,,,"0710511HY68","129565507",sn,,100.000,,,,0.00,,,,,,,37,N,N,,N,N,,,,,,,N,,,,,,2138.03,0.00,0.00,,,,,,2025-07-10 09:32:06.120,Y,N,U,,0,,,161.56,,N
"0710511HY68",12,"974753169",1.00,490.97,N,,"01",DC,Z,,265.00,2025-07-10 09:32:07.556,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,,,,"0710511HY68","129565507",sn,,100.000,,,,0.00,,,,,,,7,N,N,,N,N,,,,,,,N,,,,,,490.97,0.00,0.00,,,,,,2025-07-10 09:32:06.120,Y,N,U,,0,,,37.10,,N
"0710511HY78",1,"467797292",1.00,0.00,N,,,,Z,,,,,,,,,"0710511HY78",,mse,spg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1155.63,1155.63,1155.63,,,,,,2025-07-10 09:42:49.938,Y,N,U,,0,,,90.95,,N
"0710511HY78",2,"810075170",1.00,366.47,N,,"01",DC,Z,,141.00,2025-07-10 09:46:23.032,2024-12-23 00:00:00.000,2024-12-23 00:00:00.000,,,,"0710511HY78","467797292",mse,spg,50.000,50.000,,,0.00,,,,,,,11,N,N,,N,N,,,,,,,N,,,,,,366.47,0.00,0.00,,,,,,2025-07-10 09:42:49.938,Y,N,U,,0,,,28.39,,N
"0710511HY78",5,"268954383",1.00,946.06,N,,"01",DC,Z,,359.00,2025-07-10 09:46:22.648,2025-03-17 00:00:00.000,2025-03-17 00:00:00.000,,,,"0710511HY78",,mse,spg,50.000,50.000,,,0.00,,,,,,,30,N,N,,N,N,,,,,,,N,,,,,,946.06,946.06,946.06,,,,,,2025-07-10 09:42:49.938,Y,N,U,,0,,,94.02,,N
"0710511HY78",6,"524352775",1.00,286.96,N,,"01",DC,Z,,116.00,2025-07-10 09:46:22.769,2024-07-29 00:00:00.000,2024-07-29 00:00:00.000,,,,"0710511HY78",,mse,spg,50.000,50.000,,,0.00,,,,,,,6,N,N,,N,N,,,,,,,N,,,,,,286.96,286.96,286.96,,,,,,2025-07-10 09:42:49.938,Y,N,U,,0,,,13.13,,N
"0710511HY97",1,S31106797,1.00,637.84,N,,,,S,0.00,,,2025-06-30 00:00:00.000,2025-06-30 00:00:00.000,,,,"0710511HY97",,lcd,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,637.84,,,,,,,,2025-07-10 09:53:54.667,Y,N,U,,0,,,0.00,,N
"0710511HZ51",2,"625638400",1.00,16.32,N,,"11",FLOOR,Z,,7.10,2025-07-10 10:19:09.839,2025-03-27 00:00:00.000,2025-03-27 00:00:00.000,,"11",FLOOR,"0710511HZ51",,dw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,16.32,16.32,16.32,,,,,,2025-07-10 10:05:01.065,Y,N,U,,0,,,1.07,,N
"0710511HZ89",1,"275755944",1.00,2398.20,N,,,,Z,,,,,,,,,"0710511HZ89",,mcc,,100.000,,,,0.00,,,"4YEARFCP",4,,,53,N,N,,N,N,,,,,,,N,,,,,,2398.20,2398.20,2398.20,,,,,,2025-07-10 10:16:49.478,Y,N,I,,0,,,0.00,,N
"0710511HZ62",1,S31106797,1.00,637.84,N,,,,S,,,,,,,,,"0710511HZ62",,lcd,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,637.84,637.84,637.84,,,,,,2025-07-10 10:01:47.018,Y,N,U,,0,,,0.00,,N
"0710511HZ89",2,"969362045",1.00,1476.30,N,,,,Z,,,,,,,,,"0710511HZ89",,mcc,,100.000,,,,0.00,,,"4YEARFCP",4,,,26,N,N,,N,N,,,,,,,N,,,,,,1476.30,1476.30,1476.30,,,,,,2025-07-10 10:16:49.478,Y,N,I,,0,,,0.00,,N
"0710511HZ89",3,"723467106",1.00,2545.20,N,,,,Z,,,,,,,,,"0710511HZ89",,mcc,,100.000,,,,0.00,,,"4YEARFCP",4,,,54,N,N,,N,N,,,,,,,N,,,,,,2545.20,2545.20,2545.20,,,,,,2025-07-10 10:16:49.478,Y,N,I,,0,,,0.00,,N
"0710511IA11",2,SI3950477,1.00,492.95,N,,,,Z,,,,,,,,,"0710511IA11",,rar,,100.000,,,,0.00,,,,,,,36,N,N,,N,N,,,,,,,N,,,,,,492.95,492.95,492.95,,,,,,2025-07-10 10:39:02.852,Y,N,I,,0,,,0.00,,N
"0710511IA11",3,SI3950434,1.00,595.11,N,,,,Z,,,,,,,,,"0710511IA11",,rar,,100.000,,,,0.00,,,,,,,44,N,N,,N,N,,,,,,,N,,,,,,595.11,595.11,595.11,,,,,,2025-07-10 10:39:02.852,Y,N,I,,0,,,0.00,,N
"0710511IA13",1,"207525424",1.00,200.00,N,,,,Z,0.00,,,2025-07-03 00:00:00.000,2025-07-03 00:00:00.000,,,,"0710511IA13",,taw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,200.00,,,,,,,,2025-07-10 10:23:41.759,Y,N,U,,0,,,0.00,,N
"0710511IA73",1,LOEB09HG8X11,1.00,274.99,N,,"11",FLOOR,ZERO,,215.00,2025-07-10 10:50:46.682,2023-03-28 00:00:00.000,2023-03-28 00:00:00.000,,"11",FLOOR,"0710511IA73",,sdj,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,sdj,N,,,,,,549.99,549.99,549.99,,,,,,2025-07-10 10:50:46.429,Y,N,U,,0,FLOOR,,10.75,,N
"0710511IA79",2,"847339239",1.00,696.20,N,,"01",DC,Z,,449.00,2025-07-10 10:45:05.947,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,,,,"0710511IA79",,ler,,100.000,,,,77.36,,,,,,,29,N,N,,N,N,,,,,,,N,,,,,,773.56,773.56,773.56,,,,,,2025-07-10 10:45:05.663,Y,N,U,,0,,,53.88,,N
"0710511IA79",3,"389354044",1.00,0.00,N,,,,Z,,,,,,,,,"0710511IA79",,ler,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1991.95,1991.95,1991.95,,,,,,2025-07-10 10:45:19.688,Y,N,I,,0,,,0.00,,N
"0710511IA79",5,"209982227",1.00,0.00,N,,"01",DC,Z,,0.00,2025-07-10 10:45:20.768,2024-11-06 00:00:00.000,2024-11-06 00:00:00.000,,,,"0710511IA79","389354044",ler,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:45:19.688,Y,N,U,,0,,,0.00,,N
"0710511IA79",6,"752536283",1.00,896.37,N,,"01",DC,Z,,434.75,2025-07-10 10:45:21.047,2025-03-12 00:00:00.000,2025-03-12 00:00:00.000,,,,"0710511IA79","389354044",ler,,100.000,,,,99.60,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,995.97,0.00,0.00,,,,,,2025-07-10 10:45:19.688,Y,N,U,,0,,,65.21,,N
"0710511IA79",9,"587685606",1.00,369.71,N,,"01",DC,Z,,210.00,2025-07-10 10:45:47.795,2025-02-24 00:00:00.000,2025-02-24 00:00:00.000,,,,"0710511IA79","210108436",ler,,100.000,,,,41.08,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,410.79,0.00,0.00,,,,,,2025-07-10 10:45:47.384,Y,N,U,,0,,,0.00,,N
"0710511IA79",10,"194753523",1.00,293.94,N,,"01",DC,Z,,142.00,2025-07-10 10:46:14.480,2025-06-27 00:00:00.000,2025-06-27 00:00:00.000,,,,"0710511IA79",,ler,,100.000,,,,32.66,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,326.60,326.60,326.60,,,,,,2025-07-10 10:46:13.787,Y,N,U,,0,,,21.30,,N
"0710511IA79",13,"194753523",1.00,293.94,N,,"01",DC,Z,,142.00,2025-07-10 10:46:14.565,2025-06-27 00:00:00.000,2025-06-27 00:00:00.000,,,,"0710511IA79",,ler,,100.000,,,,32.66,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,326.60,326.60,326.60,,,,,,2025-07-10 10:46:13.787,Y,N,U,,0,,,21.30,,N
"0710511IA79",14,"194753523",1.00,293.94,N,,"01",DC,Z,,142.00,2025-07-10 10:46:14.599,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,,,,"0710511IA79",,ler,,100.000,,,,32.66,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,326.60,326.60,326.60,,,,,,2025-07-10 10:46:13.787,Y,N,U,,0,,,21.30,,N
"0710511IB15",5,"197011008",1.00,144.22,N,,"01",DC,Z,,52.78,2025-07-10 17:04:10.064,2025-01-09 00:00:00.000,2025-01-09 00:00:00.000,,,,"0710511IB15","113339022",jne,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,144.22,0.00,0.00,,,,,,2025-07-10 17:04:09.593,Y,N,U,,0,,,6.33,,N
"0710511IB15",6,"197011008",1.00,144.22,N,,"01",DC,Z,,52.78,2025-07-10 17:04:10.090,2025-01-09 00:00:00.000,2025-01-09 00:00:00.000,,,,"0710511IB15","113339022",jne,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,144.22,0.00,0.00,,,,,,2025-07-10 17:04:09.593,Y,N,U,,0,,,6.33,,N
"0710511IB15",8,"197011008",1.00,144.22,N,,"01",DC,Z,,52.78,2025-07-10 17:04:10.136,2025-01-09 00:00:00.000,2025-01-09 00:00:00.000,,,,"0710511IB15","113339022",jne,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,144.22,0.00,0.00,,,,,,2025-07-10 17:04:09.593,Y,N,U,,0,,,6.33,,N
"0710511IB15",9,"197011008",1.00,144.22,N,,"01",DC,Z,,52.78,2025-07-10 17:04:10.158,2025-01-09 00:00:00.000,2025-01-09 00:00:00.000,,,,"0710511IB15","113339022",jne,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,144.22,0.00,0.00,,,,,,2025-07-10 17:04:09.593,Y,N,U,,0,,,6.33,,N
"0710511IB15",1,"288141202",1.00,578.67,N,,"01",DC,Z,,254.00,2025-07-10 10:49:23.881,2025-04-17 00:00:00.000,2025-04-17 00:00:00.000,,,,"0710511IB15",,jne,,100.000,,,,0.00,,,,,,,29,N,N,,N,N,,,,,,jne,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 10:49:23.587,Y,N,U,,0,MGR,,90.21,,N
"0710511IB17",1,"773525920",1.00,401.10,N,,,,Z,0.00,,,2025-01-29 00:00:00.000,2025-01-29 00:00:00.000,,,,"0710511IB17",,jne,,100.000,,,,0.00,,,,,,,29,N,N,,N,N,,,,,,,N,,,,,,401.10,,,,BTS,,,,2025-07-10 10:51:17.100,Y,N,U,,0,,,90.21,,N
"0710511IB22",1,"503162842",1.00,1449.00,N,,,,Z,12.00,,,2021-07-21 00:00:00.000,2021-07-21 00:00:00.000,,,,"0710511IB22",,crc,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1449.00,,,,,,,,2025-07-10 10:55:02.190,Y,N,U,,0,,,0.00,,N
"0710511IB23",1,"929743607",1.00,297.49,N,,,,Z,,,,,,,,,"0710511IB23",,jgj,,100.000,,,,0.00,,,,,,,12,N,N,,N,N,,,,,,,N,,,,,,297.49,297.49,297.49,,,,,,2025-07-10 10:58:00.893,Y,N,I,,0,,,15.48,,N
"0710511IB64",1,S75717661,1.00,1348.05,N,,,,S,,,,,,,,,"0710511IB64",,taw,,100.000,,,,70.95,,,"4YEARFCP",4,,,50,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 11:43:03.242,Y,N,U,,0,,,0.00,,N
"0710511IB64",2,S46179360,1.00,1348.05,N,,,,S,,,,,,,,,"0710511IB64",,taw,,100.000,,,,70.95,,,"4YEARFCP",4,,,50,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-10 11:43:03.242,Y,N,U,,0,,,0.00,,N
"0710511IB64",4,"4YEARFCP",1.00,499.99,N,,,,P,,,,,,,,,"0710511IB64",,taw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,499.99,0.00,0.00,,,,,,2025-07-10 11:43:03.242,Y,N,U,,0,,,0.00,,N
"0710511IB66",1,LI244-OT1021,1.00,347.21,N,,,,Z,,,,,,,,,"0710511IB66",,kg,,100.000,,,,18.27,,,,,,,10,N,N,,N,N,,,,,,,N,,,,,,365.48,365.48,365.48,,,,,,2025-07-10 11:39:50.799,Y,N,U,,0,,,0.00,,N
"0710511IB77",1,"472207206",1.00,801.16,N,,"01",DC,Z,,414.00,2025-07-10 12:05:10.390,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0710511IB77",,jgj,,100.000,,,,42.17,,,,,,,28,N,N,,N,N,,,,,,,N,,,,,,843.33,843.33,843.33,,,,,,2025-07-10 11:51:24.282,Y,N,U,,0,,,41.40,,N
"0710511IB95",1,"113801553",1.00,500.39,N,,"01",DC,Z,0.00,249.00,,2025-06-11 00:00:00.000,2025-06-11 00:00:00.000,,,,"0710511IB95",,jgj,,100.000,,,,0.00,,,,,,,23,N,N,,N,N,,,,,,,N,,,,,,500.39,,,,,,,,2025-07-10 12:04:22.395,Y,N,U,,0,,,24.90,,N
"0710511IC18",2,"946711324",1.00,738.27,N,,,,Z,,,,,,,,,"0710511IC18",,cdd,,100.000,,,,0.00,,,"4YEARFCP",5,,,34,N,N,,N,N,,,,,,,N,,,,,,738.27,738.27,738.27,,,,,,2025-07-09 13:32:45.231,Y,N,U,,0,,,48.86,,N
"0710511IC18",3,"946711324",1.00,738.27,N,,,,Z,,,,,,,,,"0710511IC18",,cdd,,100.000,,,,0.00,,,"4YEARFCP",5,,,34,N,N,,N,N,,,,,,,N,,,,,,738.27,738.27,738.27,,,,,,2025-07-09 13:32:45.231,Y,N,U,,0,,,48.86,,N
"0710511IC22A",3,SSSCB6,1.00,119.99,N,,"11",FLOOR,G,,32.90,2025-07-10 12:25:53.568,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,"11",,"0710511IC22",,dw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,119.99,119.99,119.99,,,,,,2025-07-10 12:21:54.733,Y,N,U,,0,,,0.00,,N
"0710511IC23",1,"708803023",1.00,0.00,N,,,,Z,,,,,,,,,"0710511IC23",,jht,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,398.42,398.42,398.42,,,,,,2025-07-10 12:24:55.248,Y,N,U,,0,,,36.25,,N
"0710511IC23",3,"544276108",1.00,105.46,N,,"01",DC,Z,,45.00,2025-07-10 12:24:55.776,2025-05-08 00:00:00.000,2025-05-08 00:00:00.000,,,,"0710511IC23","708803023",jht,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,105.46,0.00,0.00,,,,,,2025-07-10 12:24:55.248,Y,N,U,,0,,,11.00,,N
"0710511IC23",2,"700313789",1.00,210.93,N,,"01",DC,Z,,90.00,2025-07-10 12:24:55.881,2025-05-08 00:00:00.000,2025-05-08 00:00:00.000,,,,"0710511IC23","708803023",jht,,100.000,,,,0.00,,,,,,,10,N,N,,N,N,,,,,,,N,,,,,,210.93,0.00,0.00,,,,,,2025-07-10 12:24:55.248,Y,N,U,,0,,,28.25,,N
"0710511IC31",1,"284340684",1.00,238.15,N,,,,Z,,,,,,,,,"0710511IC31",,alb,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,238.15,238.15,238.15,,,,,,2025-07-10 12:27:42.812,Y,N,I,,0,,,31.01,,N
"0710511IC31",3,"284340684",1.00,238.15,N,,,,Z,,,,,,,,,"0710511IC31",,alb,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,238.15,238.15,238.15,,,,,,2025-07-10 12:27:42.812,Y,N,I,,0,,,31.01,,N
"0710511IC72",1,"608172377",1.00,799.99,N,,"01",DC,Z,,567.15,2025-07-10 12:38:07.403,2025-03-21 00:00:00.000,2025-03-21 00:00:00.000,,,,"0710511IC72",,alb,tao,50.000,50.000,,,0.00,,,,,,,61,N,N,,N,N,,,,,,alb,N,,,,,,1333.38,1333.38,1333.38,,,,,,2025-07-10 12:38:07.110,Y,N,U,,0,FLOOR,,45.37,,N
"0710511IC72",2,"729142138",1.00,200.00,N,,"01",DC,Z,,93.10,2025-07-10 12:38:07.808,2025-06-09 00:00:00.000,2025-06-09 00:00:00.000,,,,"0710511IC72",,alb,tao,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,200.00,200.00,200.00,,,,,,2025-07-10 12:38:07.110,Y,N,U,,0,,,7.45,,N
"0709501HM65",1,"938032664",1.00,0.00,N,,,,Z,,,,,,,,,"0709501HM65",,,,,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,,,,INSP,,,,2025-07-09 08:54:26.207,Y,N,U,,0,,,0.00,,N
"0709501HM75",1,NEWCUSTOMER,1.00,0.00,Y,2025-07-10 00:00:00.000,,,Z,,,,,,,,,"0709501HM75",,,,,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,65.00,65.00,,INSP,,,,2025-07-09 09:11:58.707,Y,N,U,,0,,,0.00,,N
"0709501HM75",2,"954055605",1.00,0.00,N,,,,Z,,,,,,2025-07-10 00:00:00.000,,,"0709501HM75",,,,,,,,0.00,,,,,,,35,N,N,,N,N,,,,,,,N,,,,,,0.00,979.10,979.10,,INSP,,,,2025-07-10 15:19:10.677,Y,N,I,,0,,,0.00,,N
"0709501HN34",1,"934292605",1.00,0.00,N,,,,Z,,,,,,,,,"0709501HN34",,,,,,,,0.00,,,,,,,57,N,N,,N,N,,,,,,,N,,,,,,0.00,,,,INSP,,,,2025-07-09 09:37:36.403,Y,N,I,,0,,,0.00,,N
"0709555HV87",1,"929371228",1.00,278.98,N,,,,Z,0.00,,,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709555HV87",,crc,,100.000,,,,0.00,,,,,,,14,N,N,,N,N,,,,,,,N,,,,,,278.98,,,,,,,,2025-07-09 14:48:33.100,Y,N,U,,0,,,12.40,,N
"0709555HR57",1,"167289814",1.00,1153.80,N,,"01",DC,Z,0.00,391.00,,2025-05-21 00:00:00.000,2025-05-21 00:00:00.000,,,,"0709555HR57",,pz,,100.000,,,,0.00,,,,,,,33,N,N,,N,N,,,,,,,N,,,,,,1153.80,,,,,,,,2025-07-09 12:29:56.141,Y,N,U,,0,,,39.10,,N
"0709555HV88",1,"929371228",1.00,278.98,N,,"01",DC,Z,,155.00,2025-07-09 14:50:15.433,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709555HV88",,crc,,100.000,,,,0.00,,,,,,,14,N,N,,N,N,,,,,,,N,,,,,,278.98,278.98,278.98,,,,,,2025-07-09 14:50:15.130,Y,N,U,,0,,,12.40,,N
"0709555HQ85",1,"081874165C",1.00,913.17,N,,"01",DC,Z,0.00,359.00,,2025-06-17 00:00:00.000,2025-06-17 00:00:00.000,,,,"0709555HQ85",,ksw,,100.000,,,,0.00,,,,,,,34,N,N,,N,N,,,,,,,N,,,,,,913.17,,,,,,,,2025-07-09 12:14:12.209,Y,N,U,,0,,,85.33,,N
"0709544HV81",1,VB172-227,1.00,687.25,N,,"01",DC,Z,,359.99,2025-07-09 14:35:32.157,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0709544HV81",,lcd,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,,,,,,,687.25,687.25,687.25,,,,,,2025-07-09 14:35:31.815,Y,N,U,,0,,,8.13,,N
"0709555HR33",1,"081874165C",1.00,961.23,N,,,,Z,,,,,,,,,"0709555HR33",,ksw,,100.000,,,,0.00,,,,,,,34,N,N,,N,N,,,,,,,N,,,,,,961.23,961.23,961.23,,,,,,2025-07-09 12:17:02.940,Y,N,I,,0,,,103.28,,N
"0709544HV31",3,VB172-115,1.00,1622.71,N,,"01",DC,Z,0.00,879.99,,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0709544HV31",,lcd,,100.000,,,,0.00,,,,,,,28,N,N,,N,N,,,,,,,N,,,,,,1622.71,1622.71,1622.71,,,,,,2025-07-09 14:14:19.794,Y,N,U,,0,,,27.50,,N
"0709544HV31",2,VB172-227,1.00,687.25,Y,2025-07-09 00:00:00.000,,,Z,0.00,,,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0709544HV31",,lcd,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,687.25,,,,,,,,2025-07-09 14:11:58.277,Y,N,U,,0,,,8.13,,N
"0709544HV51",1,VB172-115,1.00,1622.71,N,,"01",DC,Z,,879.99,2025-07-09 14:15:17.557,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0709544HV51",,lcd,,100.000,,,,0.00,,,,,,,28,N,N,,N,N,,,,,,,N,,,,,,1622.71,1622.71,1622.71,,,,,,2025-07-09 14:14:55.877,Y,N,U,,0,,,27.50,,N
"0709530HX49",4,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0709530HX49",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-09 17:47:12.706,Y,N,I,,0,,,0.00,,N
"0709530HX49",3,"596696251",1.00,353.30,N,,,,Z,,,,,,,,,"0709530HX49","358514490",jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,353.30,0.00,0.00,,,,,,2025-07-09 17:47:12.699,Y,N,I,,0,,,0.00,,N
"0709544HV31",1,VB172-227,1.00,687.25,Y,2025-07-09 00:00:00.000,,,Z,0.00,,,2025-05-21 00:00:00.000,2025-05-21 00:00:00.000,,,,"0709544HV31",,lcd,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,687.25,,,,,,,,2025-07-09 14:11:58.277,Y,N,U,,0,,,8.13,,N
"0709544HV66",1,VB172-227,1.00,687.25,N,,,,Z,0.00,,,2025-05-21 00:00:00.000,2025-05-21 00:00:00.000,,,,"0709544HV66",,lcd,,100.000,,,,0.00,,,,,,,8,N,N,,N,N,,,,,,,N,,,,,,687.25,,,,,,,,2025-07-09 14:34:10.416,Y,N,U,,0,,,0.00,,N
"0709530HW51",4,"361567725",1.00,264.84,N,,"01",DC,Z,,135.00,2025-07-09 15:43:16.163,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0709530HW51","837985176",jec,,100.000,,,,13.94,,,"4YEARFCP",8,,,12,N,N,,N,N,,,,,,,N,,,,,,278.78,0.00,0.00,,,,,,2025-07-09 15:43:15.381,Y,N,U,,0,,,10.80,,N
"0709530HW51",1,"007025640",1.00,1424.05,N,,"01",DC,Z,14.99,720.00,2025-07-09 15:43:15.974,2025-04-11 00:00:00.000,2025-04-11 00:00:00.000,,,,"0709530HW51",,jec,,100.000,,,,74.95,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1499.00,1499.00,1499.00,,,,,,2025-07-09 15:43:15.381,Y,N,U,,0,,,0.00,,N
"0709530HW51",6,"288045373",1.00,580.03,N,,"01",DC,Z,,175.00,2025-07-09 15:43:16.071,2025-06-05 00:00:00.000,2025-06-05 00:00:00.000,,,,"0709530HW51","837985176",jec,,100.000,,,,30.53,,,"4YEARFCP",8,,,30,N,N,,N,N,,,,,,,N,,,,,,610.56,618.36,618.36,,,,,,2025-07-09 15:43:15.381,Y,N,U,,0,,,83.98,,N
"0709530HW51",5,"716635670",1.00,135.94,N,,"01",DC,Z,,45.00,2025-07-09 15:43:16.427,2025-06-05 00:00:00.000,2025-06-05 00:00:00.000,,,,"0709530HW51","837985176",jec,,100.000,,,,7.15,,,"4YEARFCP",8,,,5,N,N,,N,N,,,,,,,N,,,,,,143.09,0.00,0.00,,,,,,2025-07-09 15:43:15.381,Y,N,U,,0,,,15.50,,N
"0709530HW51",3,"002530603",1.00,310.74,N,,"01",DC,Z,,140.00,2025-07-09 15:43:15.887,2025-07-07 00:00:00.000,2025-07-07 00:00:00.000,,,,"0709530HW51","837985176",jec,,100.000,,,,16.36,,,"4YEARFCP",8,,,13,N,N,,N,N,,,,,,,N,,,,,,327.10,0.00,0.00,,,,,,2025-07-09 15:43:15.381,Y,N,U,,0,,,11.20,,N
"0709530HW51",7,"622262807",1.00,128.91,N,,"01",DC,Z,,40.00,2025-07-09 15:43:16.288,2025-06-05 00:00:00.000,2025-06-05 00:00:00.000,,,,"0709530HW51","837985176",jec,,100.000,,,,6.78,,,"4YEARFCP",8,,,6,N,N,,N,N,,,,,,,N,,,,,,135.69,124.71,124.71,,,,,,2025-07-09 15:43:15.381,Y,N,U,,0,,,17.50,,N
"0709530HW51",8,"4YEARFCP",1.00,169.99,N,,,,P,,,,,,,,,"0709530HW51",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,169.99,0.00,0.00,,,,,,2025-07-09 15:59:34.223,Y,N,I,,0,,,0.00,,N
"0709530HT46",1,"312622053",1.00,158.84,N,,"01",DC,Z,,80.00,2025-07-09 13:08:28.317,2025-07-02 00:00:00.000,2025-07-02 00:00:00.000,,,,"0709530HT46",,can,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,158.84,158.84,158.84,,,,,,2025-07-09 13:08:28.102,Y,N,U,,0,,,10.40,,N
