"orderid","lineid","productid","qtyordered","itemprice","voided","voiddate","fillsiteid","filllocationid","commissiontype","spiff","originalinventorycost","filldate","inventorycostdate","inventoryreceiptdate","addeddate","fillfromsiteid","fillfromlocationid","mainorderid","packageid","salesperson1","salesperson2","percentofsale1","percentofsale2","picked","upcharge","discount","valueforproductid","valueforlineid","valueproductid","valueproductlineid","warrantyproductid","warrantyproductlineid","deliverypoints","takenwith","setup","pickupdiscount","setupcommission","deliverycommission","taxruleid","taxliability","taxbasis","customertax","retailertax","priceauthorizedby","leaveincarton","outletid","outletstatusid","outletdate","serialnumber","outletcomment","originalprice","originalalacarteprice","originalregularprice","promotionid","adjustmentreasonid","autoadjusteduid","autoadjustedvoided","storecardloaded","addedbyapp","interfacedforsalescube","interfacedforforecasting","auditaction","oldorderid","oldlineid","priceoverridereason","lineadded","totalothercost","deleteline","returnlinematched"
"0709530HT46",2,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0709530HT46",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-09 13:08:46.450,Y,N,U,,0,,,0.00,,N
"0709530HW13",1,"552658627",1.00,161.50,N,,,,Z,,,,,,,,,"0709530HW13",,arm,,100.000,,,,8.50,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,170.00,170.00,170.00,,,,,,2025-07-09 15:07:09.493,Y,N,U,,0,,,0.00,,N
"0709530HR38",6,"909932402",1.00,139.71,N,,"01",DC,Z,,55.00,2025-07-09 12:23:52.499,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,139.71,139.71,139.71,,,,,,2025-07-09 12:23:51.918,Y,N,U,,0,,,6.60,,N
"0709530HR38",5,"652032045",1.00,99.20,N,,"01",DC,Z,,42.50,2025-07-09 12:23:52.437,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.20,99.20,99.20,,,,,,2025-07-09 12:23:51.918,Y,N,U,,0,,,5.10,,N
"0709530HR38",7,"411691786",1.00,994.23,N,,"01",DC,Z,,470.00,2025-07-09 12:24:24.421,2025-04-16 00:00:00.000,2025-04-16 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,71,N,N,,N,N,,,,,,,N,,,,,,994.23,994.23,994.23,,,,,,2025-07-09 12:24:24.122,Y,N,U,,0,,,32.90,,N
"0709530HW51",2,"837985176",1.00,0.00,N,,,,Z,,,,,,,,,"0709530HW51",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1495.22,1495.22,1495.22,,,,,,2025-07-09 15:43:15.381,Y,N,I,,0,,,0.00,,N
"0709530HX49",1,"358514490",1.00,0.00,N,,,,Z,,,,,,,,,"0709530HX49",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,548.21,548.21,548.21,,,,,,2025-07-09 17:47:12.699,Y,N,I,,0,,,0.00,,N
"0709530HR38",1,"379664739",1.00,398.09,N,,"01",DC,Z,,179.95,2025-07-09 12:23:52.259,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,398.09,398.09,398.09,,,,,,2025-07-09 12:23:51.918,Y,N,U,,0,,,21.59,,N
"0709530HR37",1,"653478851",1.00,1896.17,N,,"03",DOCK13,Z,,699.00,2025-07-09 12:23:52.726,2025-06-10 00:00:00.000,2025-06-10 00:00:00.000,,,,"0709530HR37",,jec,,100.000,,,,0.00,,,"4YEARFCP",2,,,40,N,N,,N,N,,,,,,,N,,,,,,1896.17,1896.17,1896.17,,,,,,2025-07-09 12:23:52.453,Y,N,U,,0,,,121.20,,N
"0709530HR38",2,"652032045",1.00,99.20,N,,"01",DC,Z,,42.50,2025-07-09 12:23:52.361,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.20,99.20,99.20,,,,,,2025-07-09 12:23:51.918,Y,N,U,,0,,,5.10,,N
"0709530HO46",6,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0709530HO46",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-09 10:41:48.048,Y,N,I,,0,,,0.00,,N
"0709530HO46",5,"4YEARFCP",1.00,249.99,Y,2025-07-09 00:00:00.000,,,P,,,,,,,,,"0709530HO46",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,249.99,0.00,0.00,,,,,,2025-07-09 10:39:30.156,Y,N,U,,0,,,0.00,,N
"0709530HR37",2,"4YEARFCP",1.00,249.99,N,,,,P,,,,,,,,,"0709530HR37",,jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,249.99,0.00,0.00,,,,,,2025-07-09 12:23:52.453,Y,N,I,,0,,,0.00,,N
"0709530HR38",3,"652032045",1.00,99.20,N,,"01",DC,Z,,42.50,2025-07-09 12:23:52.389,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.20,99.20,99.20,,,,,,2025-07-09 12:23:51.918,Y,N,U,,0,,,5.10,,N
"0709530HO46",2,"378650549",1.00,489.16,N,,"01",DC,Z,,247.00,2025-07-09 10:37:46.851,2025-06-04 00:00:00.000,2025-06-04 00:00:00.000,,,,"0709530HO46",,can,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,489.16,489.16,489.16,,,,,,2025-07-09 10:37:46.472,Y,N,U,,0,,,19.76,,N
"0709530HO46",1,"628507560",1.00,529.25,N,,"01",DC,Z,,268.00,2025-07-09 10:37:46.953,2025-06-04 00:00:00.000,2025-06-04 00:00:00.000,,,,"0709530HO46",,can,,100.000,,,,0.00,,,,,,,69,N,N,,N,N,,,,,,,N,,,,,,529.25,529.25,529.25,,,,,,2025-07-09 10:37:46.472,Y,N,U,,0,,,21.44,,N
"0709530HO46",3,"348656989",1.00,327.12,N,,"01",DC,Z,,162.00,2025-07-09 10:37:46.747,2025-04-09 00:00:00.000,2025-04-09 00:00:00.000,,,,"0709530HO46",,can,,100.000,,,,0.00,,,,,,,6,N,N,,N,N,,,,,,,N,,,,,,327.12,327.12,327.12,,,,,,2025-07-09 10:37:46.472,Y,N,U,,0,,,8.10,,N
"0709530HO11",2,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0709530HO11",,tru,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-09 10:31:36.530,Y,N,I,,0,,,0.00,,N
"0709512HX61",2,S86898447,1.00,99.00,N,,"12",FLOOR-OUT,S,0.00,125.00,2025-07-09 18:08:43.526,2025-07-01 00:00:00.000,2025-07-01 00:00:00.000,,,,"0709512HX61",,taw,,100.000,,,,0.00,,,,,,,25,N,N,,N,N,,,,,,,N,T100673310,OUT,2025-07-01 00:00:00.000,,tent as-is. special order reselect,0.00,0.00,206.25,,,,,,2025-07-09 18:08:43.462,Y,N,U,,0,,,16.25,,N
"0709530HO11",1,"182719450",1.00,1143.33,N,,"01",DC,Z,,516.98,2025-07-09 09:55:03.046,2025-05-30 00:00:00.000,2025-05-30 00:00:00.000,,,,"0709530HO11",,tru,,100.000,,,,0.00,,,,,,,23,N,N,,N,N,,,,,,,N,,,,,,1143.33,1143.33,1143.33,,,,,,2025-07-09 09:55:02.826,Y,N,U,,0,,,77.55,,N
"0709530HO46",4,"726703741",1.00,478.56,N,,"01",DC,Z,,237.00,2025-07-09 10:37:47.027,2025-04-02 00:00:00.000,2025-04-02 00:00:00.000,,,,"0709530HO46",,can,,100.000,,,,0.00,,,,,,,14,N,N,,N,N,,,,,,,N,,,,,,478.56,478.56,478.56,,,,,,2025-07-09 10:37:46.472,Y,N,U,,0,,,11.85,,N
"0709530HR38",4,"652032045",1.00,99.20,N,,"01",DC,Z,,42.50,2025-07-09 12:23:52.412,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709530HR38",,arm,gg,50.000,50.000,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,99.20,99.20,99.20,,,,,,2025-07-09 12:23:51.918,Y,N,U,,0,,,5.10,,N
"0709530HX49",2,"172348140",1.00,194.91,N,,,,Z,,,,,,,,,"0709530HX49","358514490",jec,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,194.91,0.00,0.00,,,,,,2025-07-09 17:47:12.699,Y,N,I,,0,,,0.00,,N
"0709512HU65",2,"188079654",1.00,29.99,N,,,,Z,0.00,,,,,,,,"0709512HU65",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,"0610507366",,,,,0.00,0.00,0.00,,,,,,2025-07-09 13:32:42.898,Y,N,U,,0,,,14.25,,N
"0709512HU65",1,"951878488",1.00,150.00,N,,,,Z,0.00,,,,,,,,"0709512HU65",,can,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,"0610507365",,,,,0.00,0.00,0.00,,,,,,2025-07-09 13:32:42.898,Y,N,U,,0,,,40.50,,N
"0709512HV57",1,S99009353,1.00,199.99,N,,"12",FLOOR-OUT,S,0.00,445.00,2025-07-09 14:24:42.388,2025-04-22 00:00:00.000,2025-04-22 00:00:00.000,,,,"0709512HV57",,can,,100.000,,,,0.00,,,,,,,42,N,N,,N,N,,,,,,,N,"0523507108",OUT,2025-05-23 00:00:00.000,,,0.00,0.00,976.91,,,,,,2025-07-09 14:24:42.355,Y,N,U,,0,,,0.00,,N
"0709511HX67A",10,S64735883,1.00,493.50,N,,,,S,,,,,,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,493.50,493.50,493.50,,,,,,2025-07-07 12:41:25.824,Y,N,U,"0709511HX67",10,,,0.03,,N
"0709511HX67A",9,S55741705,1.00,728.70,N,,,,S,,,,,,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,728.70,728.70,728.70,,,,,,2025-07-07 12:41:25.824,Y,N,U,"0709511HX67",9,,,0.03,,N
"0709511HX67A",11,S68614962,1.00,877.80,N,,,,S,,,,,,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,877.80,877.80,877.80,,,,,,2025-07-07 12:41:25.824,Y,N,U,"0709511HX67",11,,,0.03,,N
"0709512HV57",2,"316696395",1.00,39.99,N,,"12",FLOOR-OUT,Z,0.00,31.63,2025-07-09 14:26:40.044,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,,,,"0709512HV57",,can,,100.000,,,,0.00,,,,,,,10,N,N,,N,N,,,,,,,N,"0604507318",OUT,2025-06-04 00:00:00.000,,,499.99,499.99,499.99,,,,,,2025-07-09 14:26:40.012,Y,N,U,,0,,,0.00,,N
"0709511HX67",1,"148283211",1.00,417.90,N,,"01",DC,Z,,199.00,2025-07-09 18:20:41.597,2025-03-05 00:00:00.000,2025-03-05 00:00:00.000,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,13,N,N,,N,N,,,,,,,N,,,,,,417.90,417.90,417.90,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,9.95,,N
"0709511HX67",12,"148283211",1.00,417.90,N,,"01",DC,Z,,199.00,2025-07-09 18:20:41.635,2025-05-29 00:00:00.000,2025-05-29 00:00:00.000,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,13,N,N,,N,N,,,,,,,N,,,,,,417.90,417.90,417.90,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,9.95,,N
"0709511HX67",2,"228474614",1.00,1054.50,N,,"01",DC,Z,,550.00,2025-07-09 18:20:41.709,2025-03-19 00:00:00.000,2025-03-19 00:00:00.000,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,40,N,N,,N,N,,,,,,,N,,,,,,1054.50,1054.50,1054.50,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,27.50,,N
"0709511HX67",6,"548492995",1.00,593.07,N,,"01",DC,Z,,281.00,2025-07-09 18:20:41.897,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,,,,"0709511HX67","609333461",mdm,,100.000,,,,0.00,,,,,,,14,N,N,,N,N,,,,,,,N,,,,,,593.07,0.00,0.00,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,14.05,,N
"0709511HX67",5,"354972539",1.00,113.97,N,,"01",DC,Z,,54.00,2025-07-09 18:20:41.833,2025-05-29 00:00:00.000,2025-05-29 00:00:00.000,,,,"0709511HX67","609333461",mdm,,100.000,,,,0.00,,,,,,,2,N,N,,N,N,,,,,,,N,,,,,,113.97,0.00,0.00,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,2.70,,N
"0709511HX67",7,"601339441",1.00,896.81,N,,"01",DC,Z,,422.00,2025-07-09 18:20:41.960,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,32,N,N,,N,N,,,,,,,N,,,,,,896.81,896.81,896.81,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,21.10,,N
"0709511HX67A",8,S36835140,1.00,1421.70,N,,,,S,,,,,,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,50,N,N,,N,N,,,,,,,N,,,,,,1421.70,1421.70,1421.70,,,,,,2025-07-07 12:41:25.824,Y,N,U,"0709511HX67",8,,,0.03,,N
"0709512HV57",3,"316696395",1.00,39.99,N,,"12",FLOOR-OUT,Z,0.00,31.63,2025-07-09 14:28:11.540,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,,,,"0709512HV57",,can,,100.000,,,,0.00,,,,,,,10,N,N,,N,N,,,,,,,N,"0604507319",OUT,2025-06-04 00:00:00.000,,,499.99,499.99,499.99,,,,,,2025-07-09 14:28:11.511,Y,N,U,,0,,,0.00,,N
"0709511HX66A",13,"139948006",1.00,259.00,N,,,,G,,,,,,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,259.00,259.00,259.00,,,,,,2025-07-09 18:42:39.720,Y,N,U,"0709511HX66",13,,,0.00,,N
"0709511HX66A",12,"657251628",1.00,275.00,N,,,,Z,,,,,,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,275.00,275.00,275.00,,,,,,2025-07-09 18:42:39.720,Y,N,U,"0709511HX66",12,,,0.00,,N
"0709511HX66A",14,"337903950",1.00,165.00,N,,,,Z,,,,,,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,4,N,N,,N,N,,,,,,,N,,,,,,165.00,165.00,165.00,,,,,,2025-07-09 18:42:39.720,Y,N,U,"0709511HX66",14,,,0.00,,N
"0709511HX66",10,IFD1022NTST,1.00,466.40,N,,"01",DC,Z,,212.00,2025-07-09 18:22:32.988,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,13,N,N,,N,N,,,,,,,N,,,,,,466.40,466.40,466.40,,,,,,2025-07-09 18:22:31.717,Y,N,U,,0,,,21.20,,N
"0709511HX66",9,IFD1022RAILS-EK,1.00,191.40,N,,"01",DC,Z,,87.00,2025-07-09 18:22:33.236,2025-03-29 00:00:00.000,2025-03-29 00:00:00.000,,,,"0709511HX66",IFDK1022KB,slr,,100.000,,,,0.00,,,,,,,2,N,N,,N,N,,,,,,,N,,,,,,191.40,191.40,191.40,,,,,,2025-07-09 18:22:31.717,Y,N,U,,0,,,8.70,,N
"0709511HX66",11,IFD1022NTST,1.00,466.40,N,,"01",DC,Z,,212.00,2025-07-09 18:24:48.585,2025-06-13 00:00:00.000,2025-06-13 00:00:00.000,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,13,N,N,,N,N,,,,,,,,,,,,,466.40,466.40,466.40,,,,,,2025-07-09 18:24:48.041,Y,N,U,,0,,,21.20,,N
"0709511HX67",4,"942814352",1.00,291.26,N,,"01",DC,Z,,138.00,2025-07-09 18:20:42.020,2025-06-25 00:00:00.000,2025-06-25 00:00:00.000,,,,"0709511HX67","609333461",mdm,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,291.26,0.00,0.00,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,6.90,,N
"0709511HX66",6,IFDK1022KB,1.00,0.00,N,,,,Z,,,,,,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,1414.60,1414.60,1414.60,,,,,,2025-07-09 18:22:31.717,Y,N,I,,0,,,0.00,,N
"0709511HX66",5,"10YRADJPB",1.00,299.98,N,,,,P,,,,,,,,,"0709511HX66",,slr,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,299.98,149.99,149.99,,,,,,2025-07-09 18:22:31.690,Y,N,I,,0,,,0.00,,N
"0709511HX66",7,IFD1022HDBD-EK,1.00,741.40,N,,"01",DC,Z,,337.00,2025-07-09 18:22:32.605,2025-05-09 00:00:00.000,2025-05-09 00:00:00.000,,,,"0709511HX66",IFDK1022KB,slr,,100.000,,,,0.00,,,,,,,35,N,N,,N,N,,,,,,,N,,,,,,741.40,741.40,741.40,,,,,,2025-07-09 18:22:31.717,Y,N,U,,0,,,33.70,,N
"0709511HX66",3,TP25556131,1.00,3354.75,N,,"01",DC,Z,,1590.00,2025-07-09 18:22:33.517,2024-09-10 00:00:00.000,2024-09-10 00:00:00.000,,,,"0709511HX66","276100769",slr,,100.000,,,,0.00,,,"10YRADJPB",5,,,8,N,N,,N,N,,,,,,,N,,,,,,3354.75,0.00,0.00,,,,,,2025-07-09 18:22:31.690,Y,N,U,,0,,,0.00,,N
"0709511HX66",2,TP25556131,1.00,3354.75,N,,"01",DC,Z,,1590.00,2025-07-09 18:22:33.482,2024-09-10 00:00:00.000,2024-09-10 00:00:00.000,,,,"0709511HX66","276100769",slr,,100.000,,,,0.00,,,"10YRADJPB",5,,,8,N,N,,N,N,,,,,,,N,,,,,,3354.75,0.00,0.00,,,,,,2025-07-09 18:22:31.690,Y,N,U,,0,,,0.00,,N
"0709511HX66",4,TP10203261,1.00,6587.50,N,,"01",DC,Z,,3090.00,2025-07-09 18:22:33.336,2024-08-26 00:00:00.000,2024-08-26 00:00:00.000,,,,"0709511HX66","276100769",slr,,100.000,,,,0.00,,,,,,,49,N,N,,N,N,,,,,,,N,,,,,,6587.50,0.00,0.00,,,,,,2025-07-09 18:22:31.690,Y,N,U,,0,,,0.00,,N
"0709511HX66",8,IFD1022FTBD-EK,1.00,481.80,N,,"01",DC,Z,,219.00,2025-07-09 18:22:32.362,2025-03-29 00:00:00.000,2025-03-29 00:00:00.000,,,,"0709511HX66",IFDK1022KB,slr,,100.000,,,,0.00,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,481.80,481.80,481.80,,,,,,2025-07-09 18:22:31.717,Y,N,U,,0,,,21.90,,N
"0709511HX67",3,"609333461",1.00,0.00,N,,,,Z,,,,,,,,,"0709511HX67",,mdm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,998.30,998.30,998.30,,,,,,2025-07-07 12:41:25.824,Y,N,U,,0,,,0.00,,N
"0709512HW18",1,"608179828",1.00,149.99,N,,"12",FLOOR-OUT,Z,0.00,149.00,2025-07-09 15:13:56.395,2024-08-21 00:00:00.000,2024-08-21 00:00:00.000,,,,"0709512HW18",,spg,,100.000,,,,0.00,,,,,,,33,N,N,,N,N,,,,,,spg,N,T100593336,OUT,2025-01-08 00:00:00.000,,EVENTUALLY GOING TO TENT,0.00,0.00,0.00,,,,,,2025-07-09 15:13:56.367,Y,N,U,,0,TAG,,5.96,,N
"0709511HX51",1,"766150568",1.00,497.12,N,,"01",DC,Z,0.00,235.00,,2025-04-23 00:00:00.000,2025-04-23 00:00:00.000,,,,"0709511HX51",,sk,,100.000,,,,0.00,,,,,,,26,N,N,,N,N,,,,,,,N,,,,,,497.12,,,,,,,,2025-07-09 17:54:31.632,Y,N,U,,0,,,23.50,,N
"0709511HX46",17,"358860422",1.00,135.98,N,,"01",DC,Z,,106.00,2025-07-09 17:41:27.431,2024-10-05 00:00:00.000,2024-10-05 00:00:00.000,,,,"0709511HX46","689789946",taw,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,135.98,0.00,0.00,,,,,,2025-07-09 17:41:26.926,Y,N,U,,0,,,8.48,,N
"0709511HX51",2,DECLINE,1.00,0.00,N,,,,Z,0.00,,,,,,,,"0709511HX51",,sk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,,,,,,,,2025-07-09 17:54:31.633,Y,N,U,,0,,,0.00,,N
"0709511HX46",14,"979082043",1.00,284.05,N,,"01",DC,Z,,168.00,2025-07-09 17:41:27.680,2025-06-12 00:00:00.000,2025-06-12 00:00:00.000,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,24,N,N,,N,N,,,,,,,N,,,,,,284.05,284.05,284.05,,,,,,2025-07-09 17:41:26.926,Y,N,U,,0,,,50.74,,N
"0709511HX46",13,"548809466",1.00,198.24,N,,"01",DC,Z,,135.00,2025-07-09 17:41:27.522,2025-05-15 00:00:00.000,2025-05-15 00:00:00.000,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,18,N,N,,N,N,,,,,,,N,,,,,,198.24,198.24,198.24,,,,,,2025-07-09 17:41:26.926,Y,N,U,,0,,,38.56,,N
"0709511HX46",15,"689789946",1.00,0.00,N,,,,Z,,,,,,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,taw,N,,,,,,257.42,257.42,257.42,,,,,,2025-07-09 17:41:26.926,Y,N,I,,0,TAG,,0.00,,N
"0709511HX54",1,"766150568",1.00,497.12,N,,"01",DC,Z,,235.00,2025-07-10 13:23:59.412,2025-07-09 00:00:00.000,2025-07-09 00:00:00.000,,,,"0709511HX54",,sk,,100.000,,,,0.00,,,,,,,26,N,N,,N,N,,,,,,,N,,,,,,497.12,497.12,497.12,,,,,,2025-07-09 17:59:45.795,Y,N,U,,0,,,23.50,,N
"0709511HX46",11,"4YEARFCP",1.00,349.99,N,,,,P,,,,,,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,349.99,0.00,0.00,,,,,,2025-07-09 17:40:04.980,Y,N,I,,0,,,0.00,,N
"0709511HX46",10,AST459-3,1.00,244.86,N,,"01",DC,Z,,124.00,2025-07-09 17:40:06.772,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,244.86,244.86,244.86,,,,,,2025-07-09 17:40:04.973,Y,N,U,,0,,,9.92,,N
"0709511HX46",3,"785374290",1.00,492.67,N,,"03",DOCK16,Z,,200.00,2025-07-09 17:40:06.429,2025-05-16 00:00:00.000,2025-05-16 00:00:00.000,,,,"0709511HX46","544662400",taw,,100.000,,,,0.00,,,"4YEARFCP",11,,,13,N,N,,N,N,,,,,,,N,,,,,,492.67,491.20,491.20,,,,,,2025-07-09 17:40:04.942,Y,N,U,,0,,,40.61,,N
"0709511HX46",8,"813102448",1.00,607.48,N,,"03",DOCK16,Z,,250.00,2025-07-09 17:40:06.673,2025-05-16 00:00:00.000,2025-05-16 00:00:00.000,,,,"0709511HX46","544662400",taw,,100.000,,,,0.00,,,"4YEARFCP",11,,,16,N,N,,N,N,,,,,,,N,,,,,,607.48,638.16,638.16,,,,,,2025-07-09 17:40:04.942,Y,N,U,,0,,,50.22,,N
"0709511HX46",7,"134423580",1.00,260.00,N,,"01",DC,Z,,99.00,2025-07-09 17:40:05.600,2025-06-09 00:00:00.000,2025-06-09 00:00:00.000,,,,"0709511HX46","544662400",taw,,100.000,,,,0.00,,,"4YEARFCP",11,,,8,N,N,,N,N,,,,,,,N,,,,,,260.00,250.05,250.05,,,,,,2025-07-09 17:40:04.942,Y,N,U,,0,,,16.38,,N
"0709511HX46",9,AST459-3,1.00,244.86,N,,"01",DC,Z,,124.00,2025-07-09 17:40:06.747,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,5,N,N,,N,N,,,,,,,N,,,,,,244.86,244.86,244.86,,,,,,2025-07-09 17:40:04.973,Y,N,U,,0,,,9.92,,N
"0709511HX46",12,AST459-20,1.00,428.21,N,,"01",DC,Z,,216.00,2025-07-09 17:41:27.776,2025-06-06 00:00:00.000,2025-06-06 00:00:00.000,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,9,N,N,,N,N,,,,,,,N,,,,,,428.21,428.21,428.21,,,,,,2025-07-09 17:41:26.908,Y,N,U,,0,,,17.28,,N
"0709511HX54",2,DECLINE,1.00,0.00,N,,,,Z,,,,,,,,,"0709511HX54",,sk,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,0.00,0.00,0.00,,,,,,2025-07-09 17:59:45.795,Y,N,I,,0,,,0.00,,N
"0709511HX46",2,"163675808",1.00,607.47,N,,"01",DC,Z,,250.00,2025-07-09 17:40:06.057,2025-05-14 00:00:00.000,2025-05-14 00:00:00.000,,,,"0709511HX46","544662400",taw,,100.000,,,,0.00,,,"4YEARFCP",11,,,16,N,N,,N,N,,,,,,,N,,,,,,607.47,638.16,638.16,,,,,,2025-07-09 17:40:04.942,Y,N,U,,0,,,48.60,,N
"0709511HX46",1,"544662400",1.00,0.00,N,,,,Z,,,,,,,,,"0709511HX46",,taw,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,2998.41,2998.41,2998.41,,,,,,2025-07-09 17:40:04.942,Y,N,I,,0,,,348.16,,N
"0709511HX46",4,"648139608",1.00,525.01,N,,"03",DOCK16,Z,,159.00,2025-07-09 17:40:06.247,2025-05-16 00:00:00.000,2025-05-16 00:00:00.000,,,,"0709511HX46","544662400",taw,,100.000,,,,0.00,,,"4YEARFCP",11,,,35,N,N,,N,N,,,,,,,N,,,,,,525.01,502.05,502.05,,,,,,2025-07-09 17:40:04.942,Y,N,U,,0,,,107.26,,N
"0709511HX44",1,DATB1SK5X8,1.00,160.00,N,,"11",FLOOR,ZERO,,134.00,2025-07-09 17:36:17.507,2017-09-12 00:00:00.000,2017-09-12 00:00:00.000,,"11",FLOOR,"0709511HX44",,dm,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,jch,N,,,,,,319.99,319.99,319.99,,,,,,2025-07-09 17:36:17.239,Y,N,U,,0,TAG,,26.53,,N
"0709511HX39",7,SSMT6,1.00,89.99,N,,,,G,,,,,,,,,"0709511HX39",,cdd,,100.000,,,,0.00,,,,,,,0,N,N,,N,N,,,,,,,N,,,,,,89.99,89.99,89.99,,,,,,2025-07-09 17:39:16.770,Y,N,I,,0,,,0.00,,N
